Id,Channel,Subscribers,Title,URL,Released,Views,Category,Length,views,subscriber_count,normalized_performance,engagement_label
ZqNDkSqL4TA,Doctor Who,1.59M subscribers,The Doctor vs The Foretold | Mummy On The Orient Express | Doctor Who | BBC,https://www.youtube.com/watch?v=ZqNDkSqL4TA,6 years ago,3.2M views,Entertainment,4:07,3200000.0,1590000.0,2.0125786163522,3
J5HtSy5bATk,Marques Brownlee,15.2M subscribers,iPhone 7 Unboxing: Jet Black vs Matte Black!,https://www.youtube.com/watch?v=J5HtSy5bATk,5 years ago,10M views,Tech,4:58,10000000.0,15200000.0,0.6578947368421052,0
tsxmyL7TUJg,OverSimplified,5.92M subscribers,The American Civil War - OverSimplified (Part 1),https://www.youtube.com/watch?v=tsxmyL7TUJg,2 years ago,37M views,"Comedy,Informative",29:53,37000000.0,5920000.0,6.249999999999999,4
vw9zyxm860Q,Internet Historian,3.35M subscribers,Capture the Flag | He Will Not Divide Us,https://www.youtube.com/watch?v=vw9zyxm860Q,4 years ago,9.3M views,"Comedy,Informative",5:01,9300000.0,3350000.0,2.7761194029850738,3
-E_TWPCkqy4,The Infographics Show,11.3M subscribers,Insane Way El Chapo Escaped Prison,https://www.youtube.com/watch?v=-E_TWPCkqy4,3 years ago,14M views,Informative,8:00,14000000.0,11300000.0,1.2389380530973448,1
02eN2a85Q9U,LGR,1.56M subscribers,LGR - The Sims 3 Pets Review,https://www.youtube.com/watch?v=02eN2a85Q9U,10 years ago,2.3M views,VideoGames,15:54,2300000.0,1560000.0,1.4743589743589736,2
59v360lNqgQ,Let's Game It Out,3.99M subscribers,I Built an Unethical Zoo That's an Actual City - Planet Zoo,https://www.youtube.com/watch?v=59v360lNqgQ,2 years ago,12M views,VideoGames,15:05,12000000.0,3990000.0,3.0075187969924806,3
kZC12U6EhTc,Joma Tech,1.59M subscribers,Ex Facebook Engineer Starts His First Startup Vlog,https://www.youtube.com/watch?v=kZC12U6EhTc,4 years ago,2M views,"Tech,Comedy",9:19,2000000.0,1590000.0,1.257861635220125,1
dzKWfw68M5U,PBS Space Time,2.53M subscribers,The Many Worlds of the Quantum Multiverse | Space Time | PBS Digital Studios,https://www.youtube.com/watch?v=dzKWfw68M5U,5 years ago,2.2M views,Science,12:53,2200000.0,2530000.0,0.869565217391304,0
u8cg5hhHJlA,Sky News,3.98M subscribers,Europe's Migration Tragedy: Life and death in the Mediterranean,https://www.youtube.com/watch?v=u8cg5hhHJlA,5 years ago,4.5M views,News,22:49,4500000.0,3980000.0,1.130653266331658,1
TJvHHgGerJg,Drew Gooden,3.46M subscribers,Vin Diesel: King of Cringe,https://www.youtube.com/watch?v=TJvHHgGerJg,3 years ago,7.6M views,Blog,20:00,7600000.0,3460000.0,2.196531791907514,3
ytbyFzOt320,FoodTribe,379K subscribers,James May makes food from his childhood,https://www.youtube.com/watch?v=ytbyFzOt320,2 years ago,1.8M views,Food,10:42,1800000.0,379000.0,4.749340369393128,4
sM82m4NpdmM,Parks and Recreation,282K subscribers,April and Andy (Behind The Scenes) | Parks and Recreation,https://www.youtube.com/watch?v=sM82m4NpdmM,7 years ago,5.2M views,"Entertainment,Comedy",8:25,5200000.0,282000.0,18.43971631205667,4
rZizVUKe4sQ,Sam O'Nella Academy,3.38M subscribers,Why Produce Used to Suck,https://www.youtube.com/watch?v=rZizVUKe4sQ,3 years ago,11M views,Informative,7:33,11000000.0,3380000.0,3.2544378698224845,4
LQsjNmkqUOc,Coder Coder,306K subscribers,How to make a background-image transparent in CSS,https://www.youtube.com/watch?v=LQsjNmkqUOc,,303K views,"Tech,Informative",2:41,303000.0,306000.0,0.9901960784313694,1
q9ZcPtvTKpY,Donut Media,6.12M subscribers,Are Aftermarket Intakes Even Worth It?,https://www.youtube.com/watch?v=q9ZcPtvTKpY,,4.8M views,Automobile,10:17,4800000.0,6120000.0,0.784313725490196,0
_6Yr7tseOi8,FoodTribe,379K subscribers,James May compares the ultimate egg sandwiches,https://www.youtube.com/watch?v=_6Yr7tseOi8,2 years ago,1.1M views,Food,13:25,1100000.0,379000.0,2.902374670184689,3
6R8n6FbXVc8,BuzzFeedVideo,20.3M subscribers,$2 Hot Dog Vs. $169 Hot Dog,https://www.youtube.com/watch?v=6R8n6FbXVc8,5 years ago,32M views,Entertainment,10:40,32000000.0,20300000.0,1.5763546798029555,2
k_tQk25pR60,BBC News,11.3M subscribers,Fastest violinist in the world - BBC News,https://www.youtube.com/watch?v=k_tQk25pR60,7 years ago,7.6M views,News,4:59,7600000.0,11300000.0,0.6725663716814159,0
_8Nb_zgWZZ4,videogamedunkey,6.98M subscribers,CS GO : Source,https://www.youtube.com/watch?v=_8Nb_zgWZZ4,6 years ago,10M views,VideoGames,3:28,10000000.0,6980000.0,1.4326647564469912,2
j9n5rlgnbjI,Insider News,216K subscribers,What Election Night Looked Like In Trump's And Biden's Backyards | Beyond The Headlines,https://www.youtube.com/watch?v=j9n5rlgnbjI,,1.2M views,News,5:33,1200000.0,216000.0,5.5555555555555305,4
lMbseuQR2G8,First We Feast,11M subscribers,Shia LaBeouf Sheds a Tear While Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=lMbseuQR2G8,2 years ago,21M views,"Food,Entertainment",29:09,21000000.0,11000000.0,1.9090909090909087,3
ZiWlthrtneU,NileRed,3.93M subscribers,"All about Mercury, the Liquid Metal | Element Series",https://www.youtube.com/watch?v=ZiWlthrtneU,4 years ago,16M views,Science,12:06,16000000.0,3930000.0,4.0712468193384215,4
8ORLN_KwAgs,PBS Space Time,2.53M subscribers,How the Quantum Eraser Rewrites the Past | Space Time | PBS Digital Studios,https://www.youtube.com/watch?v=8ORLN_KwAgs,5 years ago,2.4M views,Science,14:40,2400000.0,2530000.0,0.9486166007905136,0
WUvTyaaNkzM,3Blue1Brown,4.28M subscribers,The essence of calculus,https://www.youtube.com/watch?v=WUvTyaaNkzM,4 years ago,5.8M views,Science,17:05,5800000.0,4280000.0,1.3551401869158874,2
7TN09IP5JuI,First We Feast,11M subscribers,Terry Crews Hallucinates While Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=7TN09IP5JuI,4 years ago,22M views,"Food,Entertainment",21:54,22000000.0,11000000.0,1.9999999999999996,3
ipRvjS7q1DI,Lex Clips,427K subscribers,Richard Feynman: Can Machines Think?,https://www.youtube.com/watch?v=ipRvjS7q1DI,2 years ago,649K views,"Blog,Science",18:27,649000.0,427000.0,1.5199063231850083,2
QHPvke8RCQU,FoodTribe,379K subscribers,James May tries to find the ultimate sweet sandwich,https://www.youtube.com/watch?v=QHPvke8RCQU,2 years ago,572K views,Food,8:08,572000.0,379000.0,1.5092348284960382,2
sVEY5AL5zzk,Doctor Who,1.59M subscribers,The Tenth Doctor Regenerates | David Tennant to Matt Smith | The End of Time | Doctor Who | BBC,https://www.youtube.com/watch?v=sVEY5AL5zzk,9 years ago,6.9M views,Entertainment,2:26,6900000.0,1590000.0,4.339622641509432,4
-ybiXR2WCFQ,SEA,467K subscribers,Journey to the Andromeda Galaxy [4K],https://www.youtube.com/watch?v=-ybiXR2WCFQ,4 weeks ago,1.5M views,Science,35:19,1500000.0,467000.0,3.2119914346895007,4
Z5FoX3ju2J0,BuzzFeedVideo,20.3M subscribers,$11 Steak Vs. $306 Steak,https://www.youtube.com/watch?v=Z5FoX3ju2J0,5 years ago,40M views,Entertainment,9:39,40000000.0,20300000.0,1.9704433497536944,3
cuHDQhDhvPE,Fireship,1.09M subscribers,I built the same app 10 times // Which JS Framework is best?,https://www.youtube.com/watch?v=cuHDQhDhvPE,5 months ago,928K views,Tech,21:58,928000.0,1090000.0,0.8513761467889901,0
pZo0r45xxC0,TechLinked,1.69M subscribers,Is This REALLY the RTX 3080??,https://www.youtube.com/watch?v=pZo0r45xxC0,,1.1M views,"Tech,News",6:49,1100000.0,1690000.0,0.6508875739644967,0
4timuAnUnG4,The Office,2.72M subscribers,Making A Strangler - The Office US,https://www.youtube.com/watch?v=4timuAnUnG4,3 years ago,10M views,"Comedy,Entertainment",10:03,10000000.0,2720000.0,3.676470588235293,4
b9bUUHsn-Pc,Coder Coder,306K subscribers,Building the website for my course (coding timelapse),https://www.youtube.com/watch?v=b9bUUHsn-Pc,,168K views,"Tech,Informative",1:35,168000.0,306000.0,0.5490196078431355,0
kvCHcrzLL8I,Donut Media,6.12M subscribers,Lamborghini - Everything You Need to Know | Up to Speed,https://www.youtube.com/watch?v=kvCHcrzLL8I,4 years ago,4.9M views,Automobile,13:28,4900000.0,6120000.0,0.8006535947712418,0
KePNhUJ2reI,PBS Space Time,2.53M subscribers,How Time Becomes Space Inside a Black Hole | Space Time,https://www.youtube.com/watch?v=KePNhUJ2reI,4 years ago,2.1M views,Science,15:29,2100000.0,2530000.0,0.8300395256916993,0
PeACT6GHBh8,Incognito Mode,1.62M subscribers,mythology.,https://www.youtube.com/watch?v=PeACT6GHBh8,,3.8M views,"Blog,Comedy",28:13,3800000.0,1620000.0,2.345679012345678,3
dPIaEWd8zf4,NileRed,3.93M subscribers,The Iodine Myth,https://www.youtube.com/watch?v=dPIaEWd8zf4,4 years ago,3.9M views,Science,13:07,3900000.0,3930000.0,0.9923664122137402,1
CiRBQ3frG6U,The Infographics Show,11.3M subscribers,Man So Violent Even Other Prisoners Fear Him,https://www.youtube.com/watch?v=CiRBQ3frG6U,3 years ago,12M views,Informative,12:14,12000000.0,11300000.0,1.0619469026548671,1
pv8s9dGQ0l4,Hell's Kitchen,1.5M subscribers,The Best of Gordon Ramsay | Hell's Kitchen Part One,https://www.youtube.com/watch?v=pv8s9dGQ0l4,,6.1M views,Food,10:13,6100000.0,1500000.0,4.066666666666664,4
zFk_JjsTMKc,jacksepticeye,28M subscribers,"OPERATE ON BILLY! | Tonsil, Ear and Heart Surgery",https://www.youtube.com/watch?v=zFk_JjsTMKc,6 years ago,17M views,VideoGames,16:05,17000000.0,28000000.0,0.6071428571428571,0
_BL1y6v974Y,Car Throttle,3.08M subscribers,The 7 Greatest Cars You Can Buy On A Seriously Tight Budget,https://www.youtube.com/watch?v=_BL1y6v974Y,6 years ago,3.5M views,Automobile,4:46,3500000.0,3080000.0,1.136363636363636,1
puMYeBRTsHs,LGR,1.56M subscribers,LGR's Best (and Worst) Sims 3 Packs,https://www.youtube.com/watch?v=puMYeBRTsHs,7 years ago,2M views,VideoGames,12:35,2000000.0,1560000.0,1.2820512820512813,1
Xnaj9ULhwqU,Eater,3M subscribers,"How the Tabasco Factory Makes 700,000 Bottles of Hot Sauce Per Day — Dan Does",https://www.youtube.com/watch?v=Xnaj9ULhwqU,2 years ago,9.5M views,Food,11:49,9500000.0,3000000.0,3.1666666666666656,4
d5Eewda7Xsk,SEA,467K subscribers,What Would Other Universes Look Like?,https://www.youtube.com/watch?v=d5Eewda7Xsk,2 years ago,559K views,Science,24:32,559000.0,467000.0,1.1970021413276206,1
icwENiwT1zI,Abroad in Japan,2.56M subscribers,Inside Japan's Most Expensive Bullet Train | $750 Seat,https://www.youtube.com/watch?v=icwENiwT1zI,,5.6M views,Blog,13:50,5600000.0,2560000.0,2.187499999999999,3
spUNpyF58BY,3Blue1Brown,4.28M subscribers,But what is the Fourier Transform? A visual introduction.,https://www.youtube.com/watch?v=spUNpyF58BY,4 years ago,7M views,Science,20:57,7000000.0,4280000.0,1.6355140186915884,2
VpNX324owaQ,TheStraightPipes,1.45M subscribers,"2019 Audi A7 Review - Business in the Front, Party in the Back",https://www.youtube.com/watch?v=VpNX324owaQ,2 years ago,1.6M views,Automobile,19:06,1600000.0,1450000.0,1.1034482758620685,1
ClzJkv3dpY8,The Office,2.72M subscribers,Every That's What She Said Ever - The Office US,https://www.youtube.com/watch?v=ClzJkv3dpY8,4 years ago,12M views,"Comedy,Entertainment",6:24,12000000.0,2720000.0,4.4117647058823515,4
ZVPsNDonA84,SEA,467K subscribers,The Other Side of a Black Hole,https://www.youtube.com/watch?v=ZVPsNDonA84,3 months ago,843K views,Science,29:31,843000.0,467000.0,1.8051391862954993,2
1GfuKF4uENc,Eater,3M subscribers,"""This Is the Most Expensive Meat Experiment We've Ever Done"" — Prime Time",https://www.youtube.com/watch?v=1GfuKF4uENc,3 years ago,4.7M views,Food,8:47,4700000.0,3000000.0,1.5666666666666662,2
KUqg8XtAHnc,EpicNameBro,389K subscribers,Let's Play Dark Souls 1: From the Dark part 1,https://www.youtube.com/watch?v=KUqg8XtAHnc,6 years ago,1.5M views,VideoGames,23:13,1500000.0,389000.0,3.8560411311053886,4
UCq_cDPeY1k,Insider News,216K subscribers,Vineyard Workers Race Overnight To Save Grapes From Approaching Fires | California Wildfires,https://www.youtube.com/watch?v=UCq_cDPeY1k,,522K views,News,7:44,522000.0,216000.0,2.4166666666666554,3
jA-DBKQsHp0,Dr. Becky,378K subscribers,"Astrophysicist reacts to Stargate SG-1 ""A Matter of Time"" - wormholes, black holes & time dilation!",https://www.youtube.com/watch?v=jA-DBKQsHp0,5 months ago,265K views,Science,27:34,265000.0,378000.0,0.7010582010581993,0
FDng_dnHKFg,The Infographics Show,11.3M subscribers,The Insanely Crazy Story of a Tiny Soldier,https://www.youtube.com/watch?v=FDng_dnHKFg,2 years ago,8.4M views,Informative,10:03,8400000.0,11300000.0,0.7433628318584069,0
Qhaz36TZG5Y,Fireship,1.09M subscribers,"10 CSS Pro Tips - Code this, NOT that!",https://www.youtube.com/watch?v=Qhaz36TZG5Y,9 months ago,808K views,Tech,9:39,808000.0,1090000.0,0.7412844036697241,0
C2EfChhlEYo,CDawgVA,2.6M subscribers,We Voice Our Drawings! (Ft. @Emirichu & @Daidus),https://www.youtube.com/watch?v=C2EfChhlEYo,,3.4M views,Blog,23:13,3400000.0,2600000.0,1.3076923076923073,1
mgCMRai9K8I,Hardware Canucks,1.71M subscribers,Real vs Gaming Headphones?!,https://www.youtube.com/watch?v=mgCMRai9K8I,5 years ago,2.6M views,Tech,12:19,2600000.0,1710000.0,1.5204678362573092,2
84sHN6_MyMo,carwow,6.7M subscribers,Ferrari Enzo vs LaFerrari - RACE & BRAKE TEST,https://www.youtube.com/watch?v=84sHN6_MyMo,2 years ago,7.1M views,Automobile,5:05,7100000.0,6700000.0,1.0597014925373134,1
FbPE8AtkkC8,FoodTribe,379K subscribers,Has James May made the best sandwich yet? | Crisps VS Chips,https://www.youtube.com/watch?v=FbPE8AtkkC8,,1.3M views,Food,13:04,1300000.0,379000.0,3.4300791556728143,4
nNmRDRfnX6U,Donut Media,6.12M subscribers,How The American Police Car Has Changed | WheelHouse,https://www.youtube.com/watch?v=nNmRDRfnX6U,3 years ago,6.6M views,Automobile,11:25,6600000.0,6120000.0,1.0784313725490196,1
GRo32Ug22HY,The Office,2.72M subscribers,Michael vs Toby - The Office US,https://www.youtube.com/watch?v=GRo32Ug22HY,4 years ago,9.3M views,"Comedy,Entertainment",7:24,9300000.0,2720000.0,3.4191176470588225,4
s5Ma_9dTtZQ,penguinz0,9.99M subscribers,DoucheTubers,https://www.youtube.com/watch?v=s5Ma_9dTtZQ,3 years ago,13M views,"Blog,Comedy",9:18,13000000.0,9990000.0,1.301301301301301,1
P69xdkqBJno,Insider News,216K subscribers,Highlights From Trump And Biden's Chaotic First Presidential Debate,https://www.youtube.com/watch?v=P69xdkqBJno,,2.8M views,News,8:18,2800000.0,216000.0,12.962962962962903,4
fx9-cMoEv7k,The Office,2.72M subscribers,Jan's Boob Job - The Office US,https://www.youtube.com/watch?v=fx9-cMoEv7k,2 years ago,15M views,"Comedy,Entertainment",3:39,15000000.0,2720000.0,5.514705882352939,4
ePN1J_c4ulw,First We Feast,11M subscribers,Steve-O Tells Insane Stories While Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=ePN1J_c4ulw,4 years ago,25M views,"Food,Entertainment",24:36,25000000.0,11000000.0,2.2727272727272725,3
NRjKjgdjCXI,LevelCapGaming,1.91M subscribers,M416 Review: Best Gun In The Game Or Stepping Stone? (Battlefield 4 Launch Gameplay/Commentary),https://www.youtube.com/watch?v=NRjKjgdjCXI,8 years ago,1.2M views,VideoGames,8:42,1200000.0,1910000.0,0.6282722513089002,0
-UdWguw90g4,Joma Tech,1.59M subscribers,"I Built a Trading Bot to let Subscribers Trade $25,000 on Twitch",https://www.youtube.com/watch?v=-UdWguw90g4,10 months ago,2.7M views,"Tech,Comedy",12:59,2700000.0,1590000.0,1.6981132075471688,2
IoaIQSIHuQs,TechLinked,1.69M subscribers,Intel got the Mac Guy.,https://www.youtube.com/watch?v=IoaIQSIHuQs,10 months ago,865K views,"Tech,News",7:32,865000.0,1690000.0,0.511834319526627,0
BqLH-nTZEOc,NileRed,3.93M subscribers,Can you actually smell metal?,https://www.youtube.com/watch?v=BqLH-nTZEOc,2 years ago,3.7M views,Science,31:09,3700000.0,3930000.0,0.94147582697201,0
HGzlV4ggudM,TheStraightPipes,1.45M subscribers,2021 Ford F-150 POWERBOOST Review - INCREDIBLE!,https://www.youtube.com/watch?v=HGzlV4ggudM,,1.3M views,Automobile,17:25,1300000.0,1450000.0,0.8965517241379305,0
Jl0IDXkYKbk,Eater,3M subscribers,How Miami’s Chocolate Master Creates the Perfect Bar of Chocolate — Handmade,https://www.youtube.com/watch?v=Jl0IDXkYKbk,,10M views,Food,14:10,10000000.0,3000000.0,3.333333333333332,4
0txXeFdn1PM,TheWarOwl,1.42M subscribers,Competitive CS:GO but Everyone Can See Through Walls,https://www.youtube.com/watch?v=0txXeFdn1PM,,2.6M views,VideoGames,12:17,2600000.0,1420000.0,1.8309859154929569,2
P_aDQDtcd-8,TheWarOwl,1.42M subscribers,AWP Tutorial,https://www.youtube.com/watch?v=P_aDQDtcd-8,7 years ago,3.5M views,VideoGames,9:30,3500000.0,1420000.0,2.4647887323943647,3
lA77zsJ31nA,CNET,3.35M subscribers,Watch Elon Musk’s original Neuralink presentation,https://www.youtube.com/watch?v=lA77zsJ31nA,2 years ago,3.9M views,Informative,18:29,3900000.0,3350000.0,1.1641791044776115,1
CwF8DYf5dDc,Incognito Mode,1.62M subscribers,architecture.,https://www.youtube.com/watch?v=CwF8DYf5dDc,,5.1M views,"Blog,Comedy",24:16,5100000.0,1620000.0,3.148148148148146,4
AYA9twQXBq8,VICE,15.3M subscribers,The Biggest Ass in Brazil,https://www.youtube.com/watch?v=AYA9twQXBq8,9 years ago,41M views,News,15:34,41000000.0,15300000.0,2.679738562091503,3
VR0xCO7BFgo,Dr. Becky,378K subscribers,Was the Big Bang a WHITE hole?,https://www.youtube.com/watch?v=VR0xCO7BFgo,4 months ago,333K views,Science,15:27,333000.0,378000.0,0.8809523809523786,0
_uBH-oZwceE,TheWarOwl,1.42M subscribers,Do People Still Play Counter-Strike: Source?,https://www.youtube.com/watch?v=_uBH-oZwceE,4 years ago,1.9M views,VideoGames,10:58,1900000.0,1420000.0,1.3380281690140836,2
2Sj2fd6b_Cg,A&E,7.93M subscribers,"Live PD: Most Viewed Moments from Richland County, South Carolina | A&E",https://www.youtube.com/watch?v=2Sj2fd6b_Cg,2 years ago,28M views,News,18:48,28000000.0,7930000.0,3.5308953341740223,4
gWVHses2GCY,First We Feast,11M subscribers,Paul Rudd Does a Historic Dab While Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=gWVHses2GCY,2 years ago,20M views,"Food,Entertainment",30:18,20000000.0,11000000.0,1.818181818181818,2
4x04M8YwOBw,Car Throttle,3.08M subscribers,The Differences Between Piston and Rotary Engines,https://www.youtube.com/watch?v=4x04M8YwOBw,4 years ago,3.6M views,Automobile,6:43,3600000.0,3080000.0,1.1688311688311686,1
aJukS3HjYWY,gameranx,6.9M subscribers,10 Misconceptions About Gamers from Non-Gamers,https://www.youtube.com/watch?v=aJukS3HjYWY,6 years ago,8.3M views,VideoGames,6:14,8300000.000000001,6900000.0,1.2028985507246377,1
RYSvCb14JjU,Lex Clips,427K subscribers,How modern humans beat the neanderthals | Richard Wrangham and Lex Fridman,https://www.youtube.com/watch?v=RYSvCb14JjU,3 months ago,376K views,"Blog,Science",18:50,376000.0,427000.0,0.8805620608899277,0
2oysDxhHEEk,Mythical Kitchen,1.9M subscribers,$456 McDonald's McRib Taste Test | Fancy Fast Food,https://www.youtube.com/watch?v=2oysDxhHEEk,,3.1M views,Food,23:44,3100000.0,1900000.0,1.6315789473684204,2
l0IefQRFVfE,Joma in NYC,179K subscribers,a weekend in my life in nyc | trying to become a filmmaker,https://www.youtube.com/watch?v=l0IefQRFVfE,4 months ago,225K views,Blog,15:08,225000.0,179000.0,1.2569832402234566,1
p6OkpHNtvE4,A&E,7.93M subscribers,Watch This Cat RESCUE A CHILD From Dog Attack | An Animal Saved My Life | A&E #shorts,https://www.youtube.com/watch?v=p6OkpHNtvE4,5 months ago,18M views,News,0:30,18000000.0,7930000.0,2.2698612862547285,3
v191Y8AUk6w,Gordon Ramsay,18.7M subscribers,Gordon Ramsay’s 10 Millionth Subscriber Burger Recipe with Sean Evans,https://www.youtube.com/watch?v=v191Y8AUk6w,2 years ago,21M views,Food,10:16,21000000.0,18700000.0,1.1229946524064172,1
UNbgIxL3PyM,Lex Clips,427K subscribers,We could be headed toward an apocalypse | Joe Rogan and Lex Fridman,https://www.youtube.com/watch?v=UNbgIxL3PyM,,544K views,"Blog,Science",3:40,544000.0,427000.0,1.2740046838407464,1
XCuz0pqBKb0,Let's Game It Out,3.99M subscribers,I Built an Unethical Zoo ON THE MOON - Planet Zoo,https://www.youtube.com/watch?v=XCuz0pqBKb0,,14M views,VideoGames,15:02,14000000.0,3990000.0,3.5087719298245608,4
Viz-GXRBj0E,Donut Media,6.12M subscribers,2JZ ENGINE - How it Works | SCIENCE GARAGE,https://www.youtube.com/watch?v=Viz-GXRBj0E,3 years ago,5.2M views,Automobile,8:31,5200000.0,6120000.0,0.849673202614379,0
kjyeCdd-dl8,Internet Historian,3.35M subscribers,The Fall of 76,https://www.youtube.com/watch?v=kjyeCdd-dl8,2 years ago,29M views,"Comedy,Informative",26:22,29000000.0,3350000.0,8.656716417910445,4
2fCi1R06oQ8,SEA,467K subscribers,Light Speed Travel,https://www.youtube.com/watch?v=2fCi1R06oQ8,2 years ago,912K views,Science,24:27,912000.0,467000.0,1.9528907922912164,3
GTW8IplsKmM,First We Feast,11M subscribers,Kevin Hart Catches a High Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=GTW8IplsKmM,5 years ago,32M views,"Food,Entertainment",22:38,32000000.0,11000000.0,2.9090909090909087,3
eopL9kmMhvw,Parks and Recreation,282K subscribers,April Ludgate's Best Moments (Supercut) | Parks and Recreation,https://www.youtube.com/watch?v=eopL9kmMhvw,7 years ago,2.6M views,"Entertainment,Comedy",2:45,2600000.0,282000.0,9.219858156028335,4
E0WT1HtB-Sc,Insider News,216K subscribers,Why Miners Risk Their Lives To Get Sulfur From An Active Volcano | Risky Business,https://www.youtube.com/watch?v=E0WT1HtB-Sc,2 weeks ago,9.3M views,News,12:29,9300000.0,216000.0,43.05555555555536,4
rUely4qsxaQ,carwow,6.7M subscribers,Bentley Continental GT 2019 in-depth review | carwow Reviews,https://www.youtube.com/watch?v=rUely4qsxaQ,3 years ago,7.3M views,Automobile,13:36,7300000.0,6700000.0,1.08955223880597,1
9EvbqxBUG_c,videogamedunkey,6.98M subscribers,Legend of Zelda : Donkey Breath,https://www.youtube.com/watch?v=9EvbqxBUG_c,4 years ago,20M views,VideoGames,6:34,20000000.0,6980000.0,2.8653295128939824,3
bP9lPl0LuR0,FoodTribe,379K subscribers,Can James May be fooled by vegan food?,https://www.youtube.com/watch?v=bP9lPl0LuR0,4 months ago,401K views,Food,9:18,401000.0,379000.0,1.0580474934036912,1
FH-_Mtkugbs,Sky News,3.98M subscribers,Stuck at sea: Cargo ship wedged in Suez Canal causes traffic jam,https://www.youtube.com/watch?v=FH-_Mtkugbs,10 months ago,11M views,News,2:31,11000000.0,3980000.0,2.7638190954773862,3
dwt8LetFRSw,Gordon Ramsay,18.7M subscribers,Head Chef Cries When He Tastes Gordon's Food | Hotel Hell,https://www.youtube.com/watch?v=dwt8LetFRSw,4 years ago,27M views,Food,5:17,27000000.0,18700000.0,1.4438502673796791,2
mfokPqeSNcw,The Office,2.72M subscribers,Best Intro Ever - The Office US,https://www.youtube.com/watch?v=mfokPqeSNcw,6 years ago,13M views,"Comedy,Entertainment",2:32,13000000.0,2720000.0,4.7794117647058805,4
a8HoZlhenZ4,Doctor Who,1.59M subscribers,NO MORE! The Moment / Bad Wolf | The Day Of The Doctor | Doctor Who,https://www.youtube.com/watch?v=a8HoZlhenZ4,7 years ago,3.1M views,Entertainment,4:05,3100000.0,1590000.0,1.949685534591194,3
n0wvDwSnzcw,NileRed,3.93M subscribers,Making the world's most expensive carbonated water!,https://www.youtube.com/watch?v=n0wvDwSnzcw,2 years ago,8.7M views,Science,26:25,8700000.0,3930000.0,2.213740458015266,3
jFS9rRTXue8,Sam O'Nella Academy,3.38M subscribers,"Daniel Dancer, History's Biggest Cheapskate",https://www.youtube.com/watch?v=jFS9rRTXue8,3 years ago,8.4M views,Informative,7:56,8400000.0,3380000.0,2.4852071005917153,3
1fPWr0d5zBE,Joma Tech,1.59M subscribers,10 years of coding in 13 minutes,https://www.youtube.com/watch?v=1fPWr0d5zBE,3 months ago,2.1M views,"Tech,Comedy",15:21,2100000.0,1590000.0,1.3207547169811311,1
USuh4mYfFYQ,LEMMiNO,4.68M subscribers,Top 10 Facts - Minecraft,https://www.youtube.com/watch?v=USuh4mYfFYQ,8 years ago,7.1M views,Informative,7:15,7100000.0,4680000.0,1.5170940170940168,2
1lJhcmuMeBA,penguinz0,9.99M subscribers,Killer Bean Is An Animated Masterpiece,https://www.youtube.com/watch?v=1lJhcmuMeBA,2 years ago,11M views,"Blog,Comedy",17:14,11000000.0,9990000.0,1.101101101101101,1
Q9BVIwyUr9k,jacksepticeye,28M subscribers,WE MAKE A GREAT TEAM | GTA Online #1 (GTA V Next Gen),https://www.youtube.com/watch?v=Q9BVIwyUr9k,7 years ago,16M views,VideoGames,12:27,16000000.0,28000000.0,0.5714285714285714,0
zIOFGCbwJSs,Let's Game It Out,3.99M subscribers,Becoming the #1 YouTuber by Exploiting Everyone - YouTubers Life,https://www.youtube.com/watch?v=zIOFGCbwJSs,2 years ago,9.3M views,VideoGames,20:19,9300000.0,3990000.0,2.330827067669172,3
CCkPhYiKbJU,videogamedunkey,6.98M subscribers,Old Dunkey and Cuphead,https://www.youtube.com/watch?v=CCkPhYiKbJU,4 years ago,11M views,VideoGames,7:34,11000000.0,6980000.0,1.5759312320916905,2
JzWtoP1Xhc0,The Try Guys,7.7M subscribers,The Try Guys Diet Like Pregnant Women For A Week,https://www.youtube.com/watch?v=JzWtoP1Xhc0,3 years ago,12M views,"Entertainment,Blog",16:33,12000000.0,7700000.0,1.5584415584415583,2
A4orCB71BgY,carwow,6.7M subscribers,Ferrari SF90 v new Rimac Nevera: DRAG RACE *WORLD RECORD!!!*,https://www.youtube.com/watch?v=A4orCB71BgY,8 months ago,7.7M views,Automobile,11:34,7700000.0,6700000.0,1.1492537313432831,1
2h6k6eg_RmM,The Office,2.72M subscribers,Best Cold Opens - The Office US,https://www.youtube.com/watch?v=2h6k6eg_RmM,4 years ago,10M views,"Comedy,Entertainment",9:50,10000000.0,2720000.0,3.676470588235293,4
yg3yHYQi02I,carwow,6.7M subscribers,BMW M8 v Audi R8 v AMG GT 4dr v 911 vs Tesla Model X: DRAG RACE,https://www.youtube.com/watch?v=yg3yHYQi02I,2 years ago,10M views,Automobile,11:20,10000000.0,6700000.0,1.4925373134328357,2
HEaaln5jDl8,Abroad in Japan,2.56M subscribers,I Spent a Week with Japan's Biggest Rock Star,https://www.youtube.com/watch?v=HEaaln5jDl8,2 years ago,3.3M views,Blog,25:59,3300000.0,2560000.0,1.2890624999999996,1
